ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Brazil,HS - Continuous National Household Sample Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2014,5.348,,,Currency: BRA - Real (BRL),Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2014,4.368,,,Currency: BRA - Real (BRL),Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2014,9.003,,,Currency: BRA - Real (BRL),Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2014,4.685,,,Currency: BRA - Real (BRL),Repository: ILO-STATISTICS - Micro data processing
Brazil,HS - Continuous National Household Sample Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2014,3.826,,,Currency: BRA - Real (BRL),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2023,5255.632,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2023,10.786,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2023,6.256,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2023,5635.884,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2023,11.566,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2023,6.709,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2023,4757.45,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2023,9.763,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2023,5.663,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2022,4673.084,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2022,9.458,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2022,5.351,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2022,5027.165,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2022,10.175,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2022,5.756,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2022,4194.5,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2022,8.489,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2022,4.803,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2021,4227.492,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2021,8.787,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2021,5.57,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2021,4404.6,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2021,9.155,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2021,5.803,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2021,3974.051,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2021,8.26,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2021,5.236,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2020,4294.281,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2020,9.228,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2020,5.417,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2020,4472.587,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2020,9.611,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2020,5.642,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2020,4022.252,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2020,8.643,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2020,5.074,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Total,Currency: Local currency,2019,4898.06,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2019,10.854,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2019,6.968,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Male,Currency: Local currency,2019,5168.2,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2019,11.452,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2019,7.353,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Female,Currency: Local currency,2019,4585.64,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2019,10.161,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,ES - Index for Remuneration and Labour Cost,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2019,6.524,,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Currency: CHL - Chilean peso (CLP),"Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2018,3561.786,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2018,7.771,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2018,5.554,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2018,3799.235,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2018,8.29,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2018,5.924,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2018,3266.579,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2018,7.127,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2018,5.094,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2017,3510.57,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2017,7.578,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2017,5.411,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2017,3749.09,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2017,8.093,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2017,5.778,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2017,3212.006,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2017,6.934,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2017,4.95,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2016,3310.717,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2016,7.31,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2016,4.891,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2016,3527.341,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2016,7.788,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2016,5.211,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2016,3027.844,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2016,6.685,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2016,4.473,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2015,3108.517,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2015,6.95,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2015,4.752,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2015,3351.53,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2015,7.493,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2015,5.124,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2015,2798.875,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2015,6.258,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2015,4.279,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2014,2918.665,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2014,7.107,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2014,5.117,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2014,3127.639,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2014,7.616,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2014,5.484,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2014,2646.828,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2014,6.445,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Chile,HIES - Supplemental Income Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2014,4.641,,,Currency: CHL - Chilean peso (CLP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2024,10064.42,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2024,5.74,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2024,2.47,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2024,9871.188,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2024,5.63,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2024,2.423,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2024,10315.84,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2024,5.883,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2024,2.532,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2023,8858.195,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2023,5.667,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2023,2.048,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2023,8745.98,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2023,5.595,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2023,2.022,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2023,9002.106,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2023,5.759,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2023,2.081,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2022,7986.259,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2022,5.086,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2022,1.876,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2022,7902.131,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2022,5.032,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2022,1.857,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2022,8096.481,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2022,5.156,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2022,1.902,Break in series,,Currency: COL - Colombian peso (COP) | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2021,6516.261,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2021,4.213,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: U.S. dollars,2021,1.74,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: Local currency,2021,6272.699,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: 2021 PPP $,2021,4.056,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Male,Currency: U.S. dollars,2021,1.675,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: Local currency,2021,6868.718,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: 2021 PPP $,2021,4.441,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Female,Currency: U.S. dollars,2021,1.834,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: Local currency,2019,6526.404,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
Colombia,LFS - Integrated Household Survey,Average hourly earnings of employees by sex,Total,Currency: 2021 PPP $,2019,4.365,,,Currency: COL - Colombian peso (COP),Repository: ILO-STATISTICS - Micro data processing
